executive_order_number,title,signing_date,publication_date,citation,html_url,pdf_url,document_number,dispute_found,dispute_count,case_closed,case_closed_count,title_french,key_facts_french,category_french
14176,"Declassification of Records Concerning the Assassinations of President John F. Kennedy, Senator Robert F. Kennedy, and the Reverend Dr. Martin Luther King, Jr.",2025-01-23,2025-01-31,90 FR 8641,https://www.federalregister.gov/documents/2025/01/31/2025-02116/declassification-of-records-concerning-the-assassinations-of-president-john-f-kennedy-senator-robert,https://www.govinfo.gov/content/pkg/FR-2025-01-31/pdf/2025-02116.pdf,2025-02116,no,0,no,0,"Déclassification des dossiers concernant les assassinats du président John F. Kennedy, du sénateur Robert F. Kennedy et du révérend Dr. Martin Luther King, Jr.","Le président a ordonné la divulgation complète des dossiers relatifs aux assassinats du président John F. Kennedy, du sénateur Robert F. Kennedy et du révérend Dr. Martin Luther King, Jr.
Dans un délai de 15 jours, le Directeur du Renseignement National et le Procureur Général doivent présenter un plan pour la divulgation complète des dossiers relatifs à l'assassinat du président John F. Kennedy.
Dans un délai de 45 jours, le Directeur du Renseignement National et le Procureur Général doivent examiner les dossiers relatifs aux assassinats du sénateur Robert F. Kennedy et du révérend Dr. Martin Luther King, Jr., et présenter un plan pour leur divulgation complète.",Sécurité nationale
14177,President's Council of Advisors on Science and Technology,2025-01-23,2025-01-31,90 FR 8643,https://www.federalregister.gov/documents/2025/01/31/2025-02121/presidents-council-of-advisors-on-science-and-technology,https://www.govinfo.gov/content/pkg/FR-2025-01-31/pdf/2025-02121.pdf,2025-02121,no,0,no,0,Conseil présidentiel des conseillers en science et technologie,"Le président a ordonné la création du Conseil des conseillers du président sur la science et la technologie (PCAST).
Le PCAST sera composé d'au plus 24 membres, incluant l'assistant du président pour la science et la technologie et le conseiller spécial pour l'IA et la crypto.
Le PCAST conseillera le président sur des questions liées à la science, la technologie, l'éducation et la politique d'innovation.",Autres
14178,Strengthening American Leadership in Digital Financial Technology,2025-01-23,2025-01-31,90 FR 8647,https://www.federalregister.gov/documents/2025/01/31/2025-02123/strengthening-american-leadership-in-digital-financial-technology,https://www.govinfo.gov/content/pkg/FR-2025-01-31/pdf/2025-02123.pdf,2025-02123,no,0,no,0,Renforcement du leadership américain dans la technologie financière numérique,"L'administration a pour politique de soutenir la croissance responsable et l'utilisation des actifs numériques, de la technologie blockchain et des technologies connexes dans tous les secteurs de l'économie.
Un groupe de travail sur les marchés des actifs numériques est créé au sein du Conseil économique national, présidé par le conseiller spécial pour l'IA et la crypto.
Les agences sont interdites de prendre toute mesure pour établir, émettre ou promouvoir des monnaies numériques de banque centrale (CBDC) dans la juridiction des États-Unis ou à l'étranger.",Economie
14179,Removing Barriers to American Leadership in Artificial Intelligence,2025-01-23,2025-01-31,90 FR 8741,https://www.federalregister.gov/documents/2025/01/31/2025-02172/removing-barriers-to-american-leadership-in-artificial-intelligence,https://www.govinfo.gov/content/pkg/FR-2025-01-31/pdf/2025-02172.pdf,2025-02172,no,0,no,0,Suppression des obstacles au leadership américain dans l'intelligence artificielle,"Cet ordre exécutif révoque certaines politiques et directives existantes sur l'intelligence artificielle qui entravent l'innovation américaine en la matière.
Il est établi que les États-Unis doivent maintenir et renforcer leur domination mondiale en matière d'intelligence artificielle pour favoriser l'épanouissement humain, la compétitivité économique et la sécurité nationale.
Un plan d'action pour l'intelligence artificielle doit être élaboré et soumis au Président par l'Assistant du Président pour la Science et la Technologie, le Conseiller spécial pour l'IA et la Crypto, et l'Assistant du Président pour les Affaires de Sécurité Nationale.",Autres
14180,Council To Assess the Federal Emergency Management Agency,2025-01-24,2025-01-31,90 FR 8743,https://www.federalregister.gov/documents/2025/01/31/2025-02173/council-to-assess-the-federal-emergency-management-agency,https://www.govinfo.gov/content/pkg/FR-2025-01-31/pdf/2025-02173.pdf,2025-02173,no,0,no,0,Conseil pour évaluer l'Agence Fédérale de Gestion des Urgences,"Le président ordonne une révision complète de l'Agence fédérale de gestion des urgences (FEMA) pour améliorer son efficacité et son impartialité dans la réponse aux catastrophes.
Un Conseil de révision de l'Agence fédérale de gestion des urgences est créé, composé d'au plus 20 membres, dont le secrétaire à la Sécurité intérieure et le secrétaire à la Défense.
Le Conseil est chargé de conseiller le président sur la capacité actuelle de la FEMA à répondre de manière compétente et impartiale aux catastrophes, et de produire un rapport comprenant une évaluation de l'adéquation de la réponse de la FEMA aux catastrophes au cours des 4 dernières années.",Etat fédéral
14181,Emergency Measures To Provide Water Resources in California and Improve Disaster Response in Certain Areas,2025-01-24,2025-01-31,90 FR 8747,https://www.federalregister.gov/documents/2025/01/31/2025-02174/emergency-measures-to-provide-water-resources-in-california-and-improve-disaster-response-in-certain,https://www.govinfo.gov/content/pkg/FR-2025-01-31/pdf/2025-02174.pdf,2025-02174,no,0,no,0,Mesures d'urgence pour fournir des ressources en eau en Californie et améliorer la réponse aux catastrophes dans certaines zones,"La politique des États-Unis est de fournir à la Californie du Sud les ressources en eau nécessaires pour prévenir et combattre les incendies, malgré les politiques locales potentiellement nuisibles.
Les secrétaires de la Défense, de la Justice, de la Sécurité intérieure, du Commerce, de l'Intérieur et de l'Agriculture sont chargés de prendre toutes les mesures pour assurer des ressources en eau adéquates en Californie du Sud.
Le secrétaire du Logement et du Développement urbain et le secrétaire de la Sécurité intérieure doivent fournir une stratégie et un plan d'implémentation pour accélérer les options de secours en matière de logement pour les survivants des incendies en Californie.",Environnement
14182,Enforcing the Hyde Amendment,2025-01-24,2025-01-31,90 FR 8751,https://www.federalregister.gov/documents/2025/01/31/2025-02175/enforcing-the-hyde-amendment,https://www.govinfo.gov/content/pkg/FR-2025-01-31/pdf/2025-02175.pdf,2025-02175,no,0,no,0,Application de l'amendement Hyde,"La politique des États-Unis, conforme à l'amendement Hyde, vise à mettre fin à l'utilisation forcée des dollars des contribuables fédéraux pour financer ou promouvoir l'avortement électif.
Les décrets exécutifs 14076 du 8 juillet 2022 et 14079 du 3 août 2022 sont par la présente révoqués.
Le Directeur du Bureau de la gestion et du budget doit promulguer des directives aux chefs des départements et agences exécutifs concernant la mise en œuvre des sections 1 et 2 de cet ordre.",Autres
14183,Prioritizing Military Excellence and Readiness,2025-01-27,2025-02-03,90 FR 8757,https://www.federalregister.gov/documents/2025/02/03/2025-02178/prioritizing-military-excellence-and-readiness,https://www.govinfo.gov/content/pkg/FR-2025-02-03/pdf/2025-02178.pdf,2025-02178,yes,3,no,0,Prioriser l'excellence militaire et la préparation,"L'ordre exécutif stipule que l'expression d'une ""identité de genre"" fausse divergente du sexe d'un individu ne peut satisfaire les normes rigoureuses nécessaires pour le service militaire.
Il est établi que le service militaire doit être réservé à ceux qui sont mentalement et physiquement aptes au service, avec des forces armées adhérant à des normes de santé mentale et physique élevées.
Le secrétaire à la Défense doit mettre à jour la politique du DoD pour mettre fin à l'utilisation de pronoms inventés et basés sur l'identification, et ne doit pas permettre aux hommes d'utiliser ou de partager des installations désignées pour les femmes, et vice versa.",Défense
14184,Reinstating Service Members Discharged Under the Military's COVID-19 Vaccination Mandate,2025-01-27,2025-02-03,90 FR 8761,https://www.federalregister.gov/documents/2025/02/03/2025-02180/reinstating-service-members-discharged-under-the-militarys-covid-19-vaccination-mandate,https://www.govinfo.gov/content/pkg/FR-2025-02-03/pdf/2025-02180.pdf,2025-02180,no,0,no,0,Réintégration des membres des services renvoyés en raison du mandat de vaccination COVID-19 de l'armée,"Le Secrétaire à la Défense ou le Secrétaire à la Sécurité intérieure doivent prendre toutes les mesures nécessaires pour réintégrer tous les membres de l'armée qui ont été renvoyés uniquement pour avoir refusé de recevoir le vaccin COVID-19.
Les membres du service réintégrés auront la possibilité de retrouver leur ancien grade et de recevoir une rémunération complète rétroactive, des avantages, des primes ou des indemnités.
Tout membre du service qui fournit une attestation écrite et assermentée indiquant qu'il a volontairement quitté le service ou a laissé son service expirer selon les procédures appropriées, plutôt que d'être vacciné sous le mandat du vaccin, peut retourner au service sans impact sur leur statut de service, grade ou salaire.",Défense
14185,Restoring America's Fighting Force,2025-01-27,2025-02-03,90 FR 8763,https://www.federalregister.gov/documents/2025/02/03/2025-02181/restoring-americas-fighting-force,https://www.govinfo.gov/content/pkg/FR-2025-02-03/pdf/2025-02181.pdf,2025-02181,no,0,no,0,Restauration de la force de combat de l'Amérique,"Le Président s'engage à éliminer toute discrimination basée sur la race ou le sexe au sein des forces armées des États-Unis.
Le Secrétaire à la Défense et le Secrétaire à la Sécurité intérieure sont chargés d'abolir tous les bureaux DEI (Diversité, Équité, Inclusion) au sein de leurs départements respectifs.
Les forces armées, y compris toute institution éducative qu'elles opèrent ou contrôlent, sont interdites de promouvoir des théories jugées non-américaines, divisives, discriminatoires, radicales, extrémistes et irrationnelles.",Défense
14186,The Iron Dome for America,2025-01-27,2025-02-03,90 FR 8767,https://www.federalregister.gov/documents/2025/02/03/2025-02182/the-iron-dome-for-america,https://www.govinfo.gov/content/pkg/FR-2025-02-03/pdf/2025-02182.pdf,2025-02182,no,0,no,0,Le Dôme de Fer pour l'Amérique,"Les États-Unis déploieront et maintiendront un bouclier de défense antimissile de nouvelle génération pour assurer la défense commune de ses citoyens et de la nation.
Les États-Unis dissuaderont et défendront ses citoyens et infrastructures critiques contre toute attaque aérienne étrangère sur le territoire national.
Le secrétaire à la Défense des États-Unis soumettra au président une architecture de référence, des exigences basées sur les capacités et un plan de mise en œuvre pour le bouclier de défense antimissile de nouvelle génération.",Défense
14187,Protecting Children From Chemical and Surgical Mutilation,2025-01-28,2025-02-03,90 FR 8771,https://www.federalregister.gov/documents/2025/02/03/2025-02194/protecting-children-from-chemical-and-surgical-mutilation,https://www.govinfo.gov/content/pkg/FR-2025-02-03/pdf/2025-02194.pdf,2025-02194,yes,2,no,0,Protéger les enfants de la mutilation chimique et chirurgicale,"La politique des États-Unis est de ne pas financer, parrainer, promouvoir, aider ou soutenir la soi-disant ""transition"" d'un enfant d'un sexe à un autre.
Les agences doivent révoquer ou modifier toutes les politiques qui s'appuient sur les directives de la World Professional Association for Transgender Health (WPATH), jugées manquant d'intégrité scientifique.
Chaque département ou agence exécutive qui fournit des subventions de recherche ou d'éducation à des institutions médicales doit prendre des mesures pour s'assurer que ces institutions mettent fin à la mutilation chimique et chirurgicale des enfants.",Autres
14188,Additional Measures To Combat Anti-Semitism,2025-01-29,2025-02-03,90 FR 8847,https://www.federalregister.gov/documents/2025/02/03/2025-02230/additional-measures-to-combat-anti-semitism,https://www.govinfo.gov/content/pkg/FR-2025-02-03/pdf/2025-02230.pdf,2025-02230,no,0,no,0,Mesures supplémentaires pour combattre l'antisémitisme,"L'ordre exécutif réaffirme l'Ordre exécutif 13899, visant à combattre l'antisémitisme et à protéger les étudiants juifs, notamment dans les écoles et sur les campus universitaires.
Il sera désormais la politique des États-Unis de lutter vigoureusement contre l'antisémitisme, en utilisant tous les outils juridiques disponibles et appropriés, pour poursuivre, éliminer ou tenir pour responsables les auteurs de harcèlement et de violence antisémites illégaux.
Dans les 60 jours suivant cet ordre, chaque département ou agence exécutive doit soumettre un rapport identifiant toutes les autorités ou actions civiles et criminelles qui pourraient être utilisées pour freiner ou combattre l'antisémitisme, au-delà de celles déjà mises en œuvre par l'Ordre exécutif 13899.",Autres
14189,Celebrating America's 250th Birthday,2025-01-29,2025-02-03,90 FR 8849,https://www.federalregister.gov/documents/2025/02/03/2025-02231/celebrating-americas-250th-birthday,https://www.govinfo.gov/content/pkg/FR-2025-02-03/pdf/2025-02231.pdf,2025-02231,no,0,no,0,Célébration du 250e anniversaire de l'Amérique,"Le président a ordonné l'organisation d'une grande célébration pour le 250e anniversaire de l'indépendance américaine.
Un groupe de travail de la Maison Blanche sur la célébration du 250e anniversaire de l'Amérique a été créé, présidé par le président et le vice-président.
Le groupe de travail coordonnera avec les départements et agences exécutifs pour planifier, organiser et exécuter une célébration extraordinaire du 250e anniversaire de l'indépendance américaine.",Autres
14190,Ending Radical Indoctrination in K-12 Schooling,2025-01-29,2025-02-03,90 FR 8853,https://www.federalregister.gov/documents/2025/02/03/2025-02232/ending-radical-indoctrination-in-k-12-schooling,https://www.govinfo.gov/content/pkg/FR-2025-02-03/pdf/2025-02232.pdf,2025-02232,no,0,no,0,Mettre fin à l'endoctrinement radical dans l'enseignement K-12,"L'administration entend faire respecter la loi pour garantir que les bénéficiaires de fonds fédéraux fournissant une éducation K-12 se conforment à toutes les lois applicables interdisant la discrimination et protégeant les droits parentaux.
La Commission consultative du président ""1776"" est rétablie avec pour objectif de promouvoir une éducation patriotique et de conseiller le travail de la Task Force de la Maison Blanche sur la célébration du 250e anniversaire de l'Amérique.
Une stratégie de fin de l'endoctrinement sera élaborée dans les 90 jours pour éliminer le financement ou le soutien fédéral pour le traitement et l'endoctrinement illégaux et discriminatoires dans les écoles K-12, et pour protéger les droits parentaux.",Education
14191,Expanding Educational Freedom and Opportunity for Families,2025-01-29,2025-02-03,90 FR 8859,https://www.federalregister.gov/documents/2025/02/03/2025-02233/expanding-educational-freedom-and-opportunity-for-families,https://www.govinfo.gov/content/pkg/FR-2025-02-03/pdf/2025-02233.pdf,2025-02233,no,0,no,0,Élargir la liberté et les opportunités éducatives pour les familles,"La politique de l'administration vise à soutenir les parents dans le choix et la direction de l'éducation de leurs enfants.
Le secrétaire à l'Éducation doit émettre des directives sur la manière dont les États peuvent utiliser les fonds fédéraux pour soutenir les initiatives de choix éducatif K-12.
Le secrétaire à la Santé et aux Services sociaux doit émettre des directives sur la possibilité et la manière dont les États recevant des subventions globales pour les familles et les enfants peuvent les utiliser pour élargir le choix éducatif.",Education
14192,Unleashing Prosperity Through Deregulation,2025-01-31,2025-02-06,90 FR 9065,https://www.federalregister.gov/documents/2025/02/06/2025-02345/unleashing-prosperity-through-deregulation,https://www.govinfo.gov/content/pkg/FR-2025-02-06/pdf/2025-02345.pdf,2025-02345,no,0,no,0,Déclencher la prospérité par la déréglementation,"L'ordre exécutif vise à réduire les dépenses privées nécessaires pour se conformer aux réglementations fédérales afin de garantir la prospérité économique et la sécurité nationale des États-Unis.
Pour chaque nouvelle réglementation émise, au moins 10 réglementations antérieures doivent être identifiées pour être éliminées, afin de gérer et de contrôler de manière responsable le coût des réglementations prévues.
Lorsqu'un département ou une agence exécutive propose publiquement une nouvelle réglementation, il doit identifier au moins 10 réglementations existantes à abroger, et les coûts incrémentiels associés aux nouvelles réglementations doivent être compensés par l'élimination des coûts existants associés à au moins 10 réglementations antérieures.",Economie
14193,Imposing Duties To Address the Flow of Illicit Drugs Across Our Northern Border,2025-02-01,2025-02-07,90 FR 9113,https://www.federalregister.gov/documents/2025/02/07/2025-02406/imposing-duties-to-address-the-flow-of-illicit-drugs-across-our-northern-border,https://www.govinfo.gov/content/pkg/FR-2025-02-07/pdf/2025-02406.pdf,2025-02406,no,0,no,0,Imposition de droits pour contrer le flux de drogues illicites à travers notre frontière nord,"Le président a déclaré une urgence nationale en raison de la menace posée par l'afflux de drogues illicites et l'échec du Canada à intercepter les organisations de trafic de drogues.
Des droits de douane supplémentaires de 25% seront imposés sur tous les articles produits au Canada, à l'exception des ressources énergétiques qui seront soumises à un taux de 10%.
Les tarifs seront levés si le président détermine que le gouvernement canadien a pris des mesures adéquates pour atténuer la crise de santé publique par des actions d'application coopératives.",Sécurité nationale
14194,Imposing Duties To Address the Situation at Our Southern Border,2025-02-01,2025-02-07,90 FR 9117,https://www.federalregister.gov/documents/2025/02/07/2025-02407/imposing-duties-to-address-the-situation-at-our-southern-border,https://www.govinfo.gov/content/pkg/FR-2025-02-07/pdf/2025-02407.pdf,2025-02407,no,0,no,0,Imposer des droits pour faire face à la situation à notre frontière sud,"Le président a déclaré une urgence nationale en raison de l'échec du Mexique à arrêter les organisations de trafic de drogue et d'êtres humains, ainsi que l'influx de drogues illicites.
Des tarifs ad valorem supplémentaires de 25% seront imposés sur tous les articles qui sont des produits du Mexique, en plus de tous les autres droits, frais, exactions ou charges applicables à ces articles importés.
Le secrétaire à la Sécurité intérieure est autorisé à prendre des mesures, y compris l'adoption de règles et de règlements, pour mettre en œuvre cet ordre, et peut déléguer ces fonctions au sein du département de la Sécurité intérieure conformément à la loi applicable.",Immigration
14195,Imposing Duties To Address the Synthetic Opioid Supply Chain in the People's Republic of China,2025-02-01,2025-02-07,90 FR 9121,https://www.federalregister.gov/documents/2025/02/07/2025-02408/imposing-duties-to-address-the-synthetic-opioid-supply-chain-in-the-peoples-republic-of-china,https://www.govinfo.gov/content/pkg/FR-2025-02-07/pdf/2025-02408.pdf,2025-02408,no,0,no,0,Imposition de droits pour lutter contre la chaîne d'approvisionnement en opioïdes synthétiques dans la République populaire de Chine,"Le président a déclaré une urgence nationale en raison de l'influence des opioïdes synthétiques, attribuant une grande partie de la responsabilité à la République populaire de Chine (RPC).
Il a décidé d'imposer des tarifs ad valorem supplémentaires de 10% sur tous les articles qui sont des produits de la RPC, en réponse à l'échec de la RPC à freiner l'exportation de produits chimiques précurseurs et à fermer les organisations criminelles transnationales.
Le secrétaire à la Sécurité intérieure est chargé de consulter régulièrement d'autres hauts fonctionnaires sur la situation concernant la RPC et d'informer le président de toute action suffisante de la RPC pour atténuer la crise des opioïdes, ce qui pourrait entraîner la levée des tarifs.",Sécurité nationale
14196,A Plan for Establishing a United States Sovereign Wealth Fund,2025-02-03,2025-02-10,90 FR 9181,https://www.federalregister.gov/documents/2025/02/10/2025-02477/a-plan-for-establishing-a-united-states-sovereign-wealth-fund,https://www.govinfo.gov/content/pkg/FR-2025-02-10/pdf/2025-02477.pdf,2025-02477,no,0,no,0,Un plan pour la création d'un fonds souverain des États-Unis,"La politique des États-Unis vise à maximiser la gestion de la richesse nationale pour le seul bénéfice des citoyens américains.
Le gouvernement fédéral américain envisage de créer un fonds souverain pour promouvoir la durabilité fiscale, alléger la charge fiscale des familles et des petites entreprises, et assurer la sécurité économique des générations futures.
Le secrétaire au Trésor et le secrétaire au Commerce, en étroite coordination avec l'assistant du président pour la politique économique, sont chargés d'élaborer un plan pour l'établissement d'un fonds souverain, incluant des recommandations pour les mécanismes de financement, les stratégies d'investissement, la structure du fonds et un modèle de gouvernance.",Economie
14197,Progress on the Situation at Our Northern Border,2025-02-03,2025-02-10,90 FR 9183,https://www.federalregister.gov/documents/2025/02/10/2025-02478/progress-on-the-situation-at-our-northern-border,https://www.govinfo.gov/content/pkg/FR-2025-02-10/pdf/2025-02478.pdf,2025-02478,no,0,no,0,Progrès sur la situation à notre frontière nord,"Le Président a décidé d'imposer des tarifs ad valorem sur les produits en provenance du Canada en réponse à l'échec de ce dernier à intercepter les organisations de trafic de drogue et d'êtres humains.
En reconnaissance des mesures prises par le gouvernement canadien, l'augmentation de 25% des droits de douane ad valorem et de 10% sur les produits énergétiques est suspendue et ne prendra effet qu'à partir du 4 mars 2025.
Si la crise de l'immigration illégale et du trafic de drogues s'aggrave, et si le gouvernement canadien ne prend pas des mesures suffisantes pour atténuer ces crises, le Président prendra les mesures nécessaires, y compris la mise en œuvre immédiate des tarifs décrits dans le décret exécutif du 1er février 2025.",Immigration
14198,Progress on the Situation at Our Southern Border,2025-02-03,2025-02-10,90 FR 9185,https://www.federalregister.gov/documents/2025/02/10/2025-02479/progress-on-the-situation-at-our-southern-border,https://www.govinfo.gov/content/pkg/FR-2025-02-10/pdf/2025-02479.pdf,2025-02479,no,0,no,0,Progrès sur la situation à notre frontière sud,"Le président a déterminé que l'échec du Mexique à arrêter les organisations de trafic de drogue constitue une menace inhabituelle et extraordinaire pour la sécurité nationale, la politique étrangère et l'économie des États-Unis.
Pour faire face à cette menace, le président a invoqué son autorité pour imposer des tarifs ad valorem sur les articles qui sont des produits du Mexique.
En reconnaissance des mesures prises par le gouvernement mexicain, le taux de droit ad valorem supplémentaire de 25% sera suspendu et ne prendra effet que le 4 mars 2025.",Immigration
14199,Withdrawing the United States From and Ending Funding to Certain United Nations Organizations and Reviewing United States Support to All International Organizations,2025-02-04,2025-02-10,90 FR 9275,https://www.federalregister.gov/documents/2025/02/10/2025-02504/withdrawing-the-united-states-from-and-ending-funding-to-certain-united-nations-organizations-and,https://www.govinfo.gov/content/pkg/FR-2025-02-10/pdf/2025-02504.pdf,2025-02504,no,0,no,0,"Retrait des États-Unis de certaines organisations des Nations Unies et cessation du financement, et révision du soutien des États-Unis à toutes les organisations internationales","Les États-Unis ne participeront pas au Conseil des droits de l'homme des Nations Unies (UNHRC) et ne chercheront pas à être élus à ce conseil.
Les États-Unis mèneront une révision de leur adhésion à l'Organisation des Nations Unies pour l'éducation, la science et la culture (UNESCO), évaluant notamment tout sentiment anti-Israël ou antisémite au sein de l'organisation.
Les départements et agences exécutifs américains ne doivent pas utiliser de fonds pour une contribution, une subvention ou tout autre paiement à l'Agence des Nations Unies pour les réfugiés de Palestine dans le Proche-Orient (UNRWA).",Sécurité nationale
14200,Amendment to Duties Addressing the Synthetic Opioid Supply Chain in the People's Republic of China,2025-02-05,2025-02-11,90 FR 9277,https://www.federalregister.gov/documents/2025/02/11/2025-02512/amendment-to-duties-addressing-the-synthetic-opioid-supply-chain-in-the-peoples-republic-of-china,https://www.govinfo.gov/content/pkg/FR-2025-02-11/pdf/2025-02512.pdf,2025-02512,no,0,no,0,Amendement aux droits concernant la chaîne d'approvisionnement en opioïdes synthétiques dans la République populaire de Chine,"Le président a modifié l'ordre exécutif concernant les devoirs pour adresser la chaîne d'approvisionnement en opioïdes synthétiques en Chine, en remplaçant la sous-section (g) de la section 2.
Le traitement détaxé de minimis, disponible pour les articles couverts éligibles, cessera d'être disponible lorsque le secrétaire au Commerce notifiera au président que des systèmes adéquats sont en place pour traiter et collecter rapidement les revenus tarifaires applicables.
L'ordre exécutif ne doit pas être interprété comme affectant l'autorité accordée par la loi à un département exécutif, une agence, ou le chef de celle-ci, ni les fonctions du directeur du Bureau de gestion et du budget en ce qui concerne les propositions budgétaires, administratives ou législatives.",Economie
14201,Keeping Men Out of Women's Sports,2025-02-05,2025-02-11,90 FR 9279,https://www.federalregister.gov/documents/2025/02/11/2025-02513/keeping-men-out-of-womens-sports,https://www.govinfo.gov/content/pkg/FR-2025-02-11/pdf/2025-02513.pdf,2025-02513,yes,1,no,0,Empêcher les hommes de participer aux sports féminins,"La politique des États-Unis est de retirer tous les fonds des programmes éducatifs qui privent les femmes et les filles d'opportunités sportives équitables, ce qui entraîne leur mise en danger, leur humiliation et leur réduction au silence.
Il est également de la politique des États-Unis de s'opposer à la participation compétitive des hommes dans les sports féminins de manière plus générale, pour des raisons de sécurité, d'équité, de dignité et de vérité.
Le Secrétaire à l'Éducation doit prendre toutes les mesures appropriées pour protéger affirmativement toutes les opportunités sportives féminines et tous les vestiaires féminins, et ainsi fournir l'égalité des chances garantie par le Titre IX de la loi sur les amendements à l'éducation de 1972.",Education
14202,Eradicating Anti-Christian Bias,2025-02-06,2025-02-12,90 FR 9365,https://www.federalregister.gov/documents/2025/02/12/2025-02611/eradicating-anti-christian-bias,https://www.govinfo.gov/content/pkg/FR-2025-02-12/pdf/2025-02611.pdf,2025-02611,no,0,no,0,Éradiquer les préjugés anti-chrétiens,"Une force de travail pour éradiquer le biais anti-chrétien est créée au sein du Département de la Justice, présidée par le procureur général.
La force de travail est chargée d'examiner les activités de tous les départements et agences exécutifs pour identifier toute politique, pratique ou conduite anti-chrétienne illégale.
L'administration s'engage à identifier, mettre fin et rectifier toute conduite, politique ou pratique illégale et inappropriée ciblant les chrétiens.",Autres
14203,Imposing Sanctions on the International Criminal Court,2025-02-06,2025-02-12,90 FR 9369,https://www.federalregister.gov/documents/2025/02/12/2025-02612/imposing-sanctions-on-the-international-criminal-court,https://www.govinfo.gov/content/pkg/FR-2025-02-12/pdf/2025-02612.pdf,2025-02612,no,0,no,0,Imposition de sanctions à la Cour pénale internationale,"Le président américain déclare que toute tentative de la Cour pénale internationale (CPI) d'enquêter, d'arrêter, de détenir ou de poursuivre des personnes protégées constitue une menace inhabituelle et extraordinaire pour la sécurité nationale et la politique étrangère des États-Unis.
Il est décidé que tous les biens et intérêts aux États-Unis appartenant à des personnes ayant participé directement à des efforts de la CPI pour enquêter, arrêter, détenir ou poursuivre une personne protégée sans le consentement de son pays d'origine, seront bloqués et ne pourront être transférés, payés, exportés, retirés ou traités de quelque manière que ce soit.
L'entrée non restreinte aux États-Unis d'étrangers déterminés à répondre à un ou plusieurs des critères de la section 1 de cet ordre, ainsi que les membres de leur famille immédiate, ou les étrangers déterminés par le secrétaire d'État à être employés par, ou agissant comme un agent de, la CPI, serait préjudiciable aux intérêts des États-Unis, et l'entrée de ces personnes aux États-Unis, en tant qu'immigrants ou non-immigrants, est par conséquent suspendue.",Sécurité nationale
14204,Addressing Egregious Actions of the Republic of South Africa,2025-02-07,2025-02-12,90 FR 9497,https://www.federalregister.gov/documents/2025/02/12/2025-02630/addressing-egregious-actions-of-the-republic-of-south-africa,https://www.govinfo.gov/content/pkg/FR-2025-02-12/pdf/2025-02630.pdf,2025-02630,no,0,no,0,Concernant les actions scandaleuses de la République d'Afrique du Sud,"L'ordre exécutif stipule que les États-Unis ne fourniront pas d'aide ou d'assistance à l'Afrique du Sud tant que celle-ci continuera ses pratiques jugées injustes et immorales.
Il est également décidé que les États-Unis promouvront la réinstallation des réfugiés afrikaners fuyant la discrimination raciale sponsorisée par le gouvernement, y compris la confiscation de biens sur des bases raciales.
Enfin, le Secrétaire d'État et le Secrétaire à la Sécurité intérieure sont chargés de prendre des mesures appropriées pour prioriser l'aide humanitaire, y compris l'admission et la réinstallation par le biais du Programme d'admission des réfugiés des États-Unis, pour les Afrikaners en Afrique du Sud victimes de discrimination raciale injuste.",Sécurité nationale
14205,Establishment of the White House Faith Office,2025-02-07,2025-02-12,90 FR 9499,https://www.federalregister.gov/documents/2025/02/12/2025-02635/establishment-of-the-white-house-faith-office,https://www.govinfo.gov/content/pkg/FR-2025-02-12/pdf/2025-02635.pdf,2025-02635,no,0,no,0,Création du Bureau de la foi de la Maison Blanche,"Le décret exécutif vise à permettre aux entités religieuses, aux organisations communautaires et aux lieux de culte de concourir équitablement pour les subventions, contrats, programmes et autres opportunités de financement fédéral.
Le décret exécutif établit le Bureau de la Foi de la Maison Blanche au sein du Bureau Exécutif du Président, qui aura la responsabilité principale d'habiliter les entités religieuses, les organisations communautaires et les lieux de culte à servir les familles et les communautés.
Le décret exécutif s'engage à garantir que tous les départements et agences exécutifs respectent et appliquent la garantie de liberté religieuse de la Constitution et à mettre fin à toute forme de discrimination religieuse par le gouvernement fédéral.",Autres
14206,Protecting Second Amendment Rights,2025-02-07,2025-02-12,90 FR 9503,https://www.federalregister.gov/documents/2025/02/12/2025-02636/protecting-second-amendment-rights,https://www.govinfo.gov/content/pkg/FR-2025-02-12/pdf/2025-02636.pdf,2025-02636,no,0,no,0,Protection des droits du deuxième amendement,"Le procureur général est chargé d'examiner toutes les actions des départements et agences exécutifs susceptibles d'enfreindre les droits du deuxième amendement.
Le procureur général doit présenter un plan d'action pour protéger les droits du deuxième amendement de tous les Américains.
Une fois le plan d'action proposé soumis, le procureur général travaillera avec le conseiller en politique intérieure pour finaliser le plan et établir un processus de mise en œuvre.",Autres
